Text,Label,Tagger,Case
"במסגרת הענישה, על בית המשפט לאזן בין אינטרסים שונים; מחד גיסא, האינטרס הציבורי ובמסגרתו שיקולי גמול, הרתעה ומניעה, נסיבות הקשורות בביצוע העבירות, תדירותן, חומרתן ועוד; מאידך גיסא, שיקולים הנוגעים לנאשם מבצע העבירה, הנסיבות האישיות שלו, עברו הפלילי, גילו, עמדתו לגבי העבירה שביצע, לקיחת אחריות, חרטה, שיקולי שיקום ועוד;",reject,Hofit,train
"במעשים המתוארים לעיל, קשרו הנאשם וסעדו קשר לבצע עבירות בנשק – להחזיק, לשאת, להוביל ולסחור בו, בלא רשות על פי דין; הנאשם בצוותא חדא יחד עם אנס וסעדו הובילו ונשאו את הנשק ואת האביזר בלא רשות על פי דין; הנאשם ניסה לסחור בנשק בלא רשות על פי דין; והנאשם נכנס לישראל ושהה שלא כדין;",reject,Hofit,train
"בעמדה בהרחבה על חומרת העבירות שביצע הנאשם ועל הסכנות הגלומות בחובן, טענה ב""כ המאשימה, כי תופעת החזקת ונשיאת הנשק הבלתי חוקי הפכה ל""מכת מדינה"" של ממש, ועל בית המשפט מוטלת החובה להילחם בה באמצעות ענישה מחמירה אשר תעביר מסר תקיף, חד וברור לנאשם ולציבור בכללותו, לפיו החברה, ובראשה בתי המשפט, סולדים מעבירות כגון אלו שבהן הורשע, ומי שעושה כן ישלם בשלילת חירותו לתקופה ממושכת;",reject,Hofit,train
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",reject,Hofit,train
בעניין:,reject,Hofit,train
"בעקבות תיקון 113 לחוק העונשין, העיקרון המנחה את בתי המשפט בעת גזירת עונשם של אלו שהורשעו הוא קיומו של יחס הולם בין חומרת העבירה בנסיבותיה ומידת אשמו של הנאשם, לבין סוג העונש שיוטל עליו ומידתו;",reject,Hofit,train
בפני,reject,Hofit,train
גזר דין,reject,Hofit,train
"גם אם הנאשם לא השתמש בנשק בעצמו, הפוטנציאל הנפצי הגלום במעשיו ברור ומובן לכולם;",reject,Hofit,train
"גם אם לא הייתה זו כוונתו הספציפית של הנאשם, קשה לחשוב על תרחיש מציאותי אשר בו הנשק לא היה מוצא את דרכו אל גורם עברייני או עוין כזה או אחר;",reject,Hofit,train
"גם כאן טענה ב""כ הנאשם כי המתחם לו טענה ב""כ המאשימה חל בעבירות חמורות בהרבה מאלה שבהן הורשע הנאשם בענייננו;",reject,Hofit,train
דברי הנאשם,reject,Hofit,train
דיאנה סלע 54678313,reject,Hofit,train
"הכול, גם סיגריות, הכול אני לוקח מאחרים;",reject,Hofit,train
המאשימה,reject,Hofit,train
"המציאות בארצנו מוכיחה כי הקלישאה אודות האקדח במערכה הראשונה אינה מדויקת, באשר לעיתים מזומנות האקדח אינו ממתין עד למערכה האחרונה ויורה עוד קודם לכן;",reject,Hofit,train
הנאשם,reject,Hofit,train
הנאשם ואנס זאיט (להלן: אנס) הם קרובי משפחה המתגוררים בטול כרם;,reject,Hofit,train
"הנאשם לכל הפחות היה אדיש לתוצאה אפשרית זו, והדבר חמור בפני עצמו;",reject,Hofit,train
"הניסיון מלמד שנשק אשר מקורו מפוקפק, לאחר שהוא יוצא מידי המחזיק בו, מוצא את דרכו לידיים עברייניות או למפגעים למיניהם, והרי אלה כבר הוכיחו כי אין הם מהססים להשתמש בו גם במקומות סואנים, וגם כאשר ברור להם כי עלולים להיפגע מהירי אנשים תמימים שנקלעו לזירה בדרך מקרה;",reject,Hofit,train
"הערכים החברתיים המוגנים בהם פגע הנאשם בביצוע העבירות בהן הורשע הם בטחון הציבור על פרטיו, שלום הציבור, על פרטיו, שלמות הגוף וכן סדרי השלטון והמשפט, המשטר והחברה; מידת הפגיעה היא משמעותית, וזאת גם נקודת המוצא בעת גזירת הדין;",reject,Hofit,train
ודוק: הסיכון שנשקף לשלום הציבור צריך להילקח בחשבון על-ידי כל מי שמחזיק בידו נשק שלא כדין – גם אם אינו מחזיק בו למטרת ביצוען של עבירות אחרות;,reject,Hofit,train
"ועוד, יש לזכור כי לעבירות בנשק מצטרפת גם של כניסה לישראל שלא כדין, לצורך ביצוע עבירות בנשק – החזקה, נשיאה, הובלה וניסיון לסחר בנשק לא חוקי, כל זאת, תוך פגיעה בסדרי השלטון והמשפט;",reject,Hofit,train
זכות ערעור לבית המשפט העליון בתוך 45 יום מהיום;,reject,Hofit,train
חומרת העבירות בהן הורשע הנאשם,reject,Hofit,train
חוסיין דרסיה (עציר),reject,Hofit,train
"חוק הכניסה לישראל, תשי""ב-1952: סע'  12(1)",reject,Hofit,train
"חוק העונשין, תשל""ז-1977: סע'  25, 29, 144, 144(א), 144(ב), 144(ב2), ח'",reject,Hofit,train
חקיקה שאוזכרה:,reject,Hofit,train
טיעוני ההגנה,reject,Hofit,train
טיעוני המאשימה,reject,Hofit,train
טיעוני הצדדים,reject,Hofit,train
יש אנשים שכלואים כמוני בכלא שהם קיבלו רק 9 חודשים ו-10 חודשים ויצאו;,reject,Hofit,train
"כבוד השופטת, סגנית הנשיא  דיאנה סלע",reject,Hofit,train
"כידוע, הענישה היא לעולם אינדיבידואלית, ומשכך יובאו בחשבון שיקולים הנוגעים לנאשם;",reject,Hofit,train
"לא בכדי מצוי סעיף 144 בפרק ח' לחוק העונשין, העוסק ב""פגיעות בסדרי המשטר והחברה"";",reject,Hofit,train
"לאחר קביעת המתחם, יש לגזור את העונש המסוים שיושת על הנאשם בתוך המתחם, בהתחשב בנסיבות שאינן קשורות בביצוע העבירה עצמה אלא בנאשם, כאמור לעיל;",reject,Hofit,train
"לזמינות הבלתי נסבלת של נשק חם בידי מי שאינם מורשים לכך, יש פוטנציאל לשמש ל""חיסול חשבונות"" ול""פתרון סכסוכים"" כמו-גם לעבירות חמורות נוספות;",reject,Hofit,train
"לטענתה, הגם שלא ידוע כמה זמן החזיק הנאשם בנשק ולאיזו מטרה, אך בשים לב לסוגו של הנשק, אין כל ספק כי הנאשם הפגין אדישות לסיכון הגלום במעשיו כלפי חיי אדם;",reject,Hofit,train
"לטענתה, מבלי להקל בחומרת העבירות שביצע הנאשם, נסיבות ביצוען במקרה הנדון אינן מן החמורות ומידת הפגיעה בערך המוגן אינה ברמה גבוהה, ""ואף נוטה להיות בינונית ומטה"";",reject,Hofit,train
"למען הסר ספק, ב""כ הנאשם הבהירה שהנאשם אינו חולק על הקביעה כי הוא כשיר לעמוד לדין;",reject,Hofit,train
"לפיכך, התרענו בעבר ונחזור ונתריע גם הפעם, כי כל החוטא בעבירות מסוג זה עלול להידרש לשלם מחיר יקר, ואף באובדן חירותו לתקופה ממושכת;;;"" (ההדגשה אינה במקור – ד;ס;);",reject,Hofit,train
"לצורך קביעה של מתחם ההולם יובאו להלן פסקי דין נוספים בעבירות בנשק, אשר ניתנו לאחרונה על ידי בית המשפט העליון, כדלהלן:",reject,Hofit,train
מדינת ישראל,reject,Hofit,train
"מכאן, שבעבירות כגון דא, גם לשיקולי ההתרעה משקל של ממש"" (ההדגשות אינן במקור – ד;ס;);",reject,Hofit,train
"משכך, אין הנאשם עומד בתנאים שנקבעו בהלכת אלהרוש;",reject,Hofit,train
מתחם העונש ההולם,reject,Hofit,train
"מתחם העונש ההולם ייקבע בהתחשב בערכים החברתיים שנפגעו מביצוע העבירה ומידת הפגיעה בהם, נסיבות הקשורות בביצוע העבירה ומדיניות הענישה הנהוגה;",reject,Hofit,train
"נוכח האמור לעיל, עתרה ב""כ הנאשם להשית עליו עונש מתון המצוי ברף התחתון של מתחם הענישה המבקש על ידה;",reject,Hofit,train
"נוכח כל האמור לעיל, לא מצאתי מקום לסטות ממתחם העונש ההולם, אך גם לא מצאתי למצות עם הנאשם את דינו;",reject,Hofit,train
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,reject,Hofit,train
נסיבות שאינן קשורות בביצוע העבירה,reject,Hofit,train
סוף דבר,reject,Hofit,train
"עבירות הנשק הפכו ל""מכת מדינה"" של ממש, והסיכון הגלום בהן ידוע לכול;",reject,Hofit,train
"עוד הדגישה כי הנאשם הורשע בעבירה של כניסה לישראל שלא כחוק, שביסודה ההגנה על שלטון החוק והסדר הציבורי;",reject,Hofit,train
"עוד טענה כי מלחמת חורמה בעבירות החזקת נשק על הנגזרות שלהן - החזקה, הובלה וסחר בנשק, תשליך באופן ישיר על ביצוע עבירות אלימות באמצעות נשק ותצמצמן;",reject,Hofit,train
"עוד לטענתה, יש בסוג הנשק אותו נשא הנאשם, כדי ללמד על נגישותו הרבה לכלי נשק;",reject,Hofit,train
"על כן, לאחר ששקלתי את מכלול השיקולים, אני רואה לגזור על הנאשם את העונשים הבאים:",reject,Hofit,train
"ענייננו הוא אך קצה הקרחון של תופעה זו, המייצרת סיכון גבוה לחברה כולה, עת עלולים כלי הנשק הבלתי חוקיים להגיע הן לגורמים פליליים והן לידיים עוינות;",reject,Hofit,train
"עצם החזקת נשק בעל פוטנציאל קטילה מבלי שיש עליו ועל בעליו פיקוח מוסדר של הרשויות טומן בחובו סיכון, באשר המחזיק בו נתון תמיד לחשש שיתפתה לעשות בו שימוש, ולו ברגעי לחץ ופחד;;;"";",reject,Hofit,train
"קשת הענישה בעבירות בנשק שביצע הנאשם היא מגוונת, ותלויה במשתנים רבים ובנסיבותיו הייחודיות של כל מקרה ומקרה;",reject,Hofit,train
ראיות לעונש,reject,Hofit,train
"רבות נכתב על הקושי בגזירת הדין, מקל וחומר כאשר עסקינן בנאשמים צעירים אשר ביצעו עבירות חמורות המסכנות את הציבור;",reject,Hofit,train
תמצית עובדות כתב האישום,reject,Hofit,train
תסתכלי על החולצה שלי;,reject,Hofit,train
תפ (חי') 23749-12-19,reject,Hofit,train
"תקנות ההגנה (שעת-חירום), 1945: סע'  58, 59",reject,Hofit,train
"באישום השני נטען שעל אף שהתלווה לעסקה אדם נוסף, מידת חלקו של הנאשם היתה מלאה;",reject,Hofit,train
"באישום השני, הוא נטל את התפקיד המרכזי;",reject,Hofit,train
"בהתאם למדיניות הענישה הנהוגה, אין מקום לקבוע מתחם שונה לגבי כל אחד מן האישומים כאשר הדמיון ביניהם גדול יותר מאשר השוני ובעניין זה איני מקבל את טענת הסניגור באשר לכך שרובה הציד היווה סיכון פחות מהאקדח;",reject,Hofit,train
בהתאם לסעיף 40יג(ב) סיפא לחוק נראה לי שיש מקום לקבוע עונש כולל לכל האירועים;,reject,Hofit,train
בית המשפט המחוזי בחיפה,reject,Hofit,train
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",reject,Hofit,train
בפני,reject,Hofit,train
בתום המפגש ירד הסוכן מהרכב כשהוא נושא איתו את השמיכה והנשק;,reject,Hofit,train
גזר דין,reject,Hofit,train
דיון,reject,Hofit,train
"דניאל פיש , שופט",reject,Hofit,train
דניאל פיש 54678313,reject,Hofit,train
הוזכר שעל השותף ווליד נגזרו 6 חודשי מאסר לריצוי בעבודות שירות במסגרת הסדר טיעון ויש להפעיל את עקרון אחידות הענישה;,reject,Hofit,train
המדינה הדגישה את פוטנציאל הפגיעה באמצעות נשק;,reject,Hofit,train
"המצאות נשק מגבירה את הסיכון של שימוש בנשק מעצימה אירועים אלימים למימדים קטלניים, בין אם מדובר באירועים פליליים או אירועים חבלניים;",reject,Hofit,train
הנאשם מסר את הכסף לאחר שספר אותו;,reject,Hofit,train
הנזק שהיה צפוי להגרם מביצוע העבירות פורט לעיל;,reject,Hofit,train
הערכים החברתיים שנפגעו הם שמירה על שלום הציבור וחייו כאשר הפצת נשק מהווה סיכון משמעותי לשמירה על הסדר החברתי ואפשרות להורדת רף האלימות בחברה;,reject,Hofit,train
הראיות לעונש,reject,Hofit,train
זכות ערעור תוך 45 ימים;,reject,Hofit,train
"חוק העונשין, תשל""ז-1977: סע'  29, 144 (א), 144(ב2), (ג), 40יג(ב)",reject,Hofit,train
חקיקה שאוזכרה:,reject,Hofit,train
"טיעוני ב""כ הנאשם לעונש",reject,Hofit,train
טיעוני המאשימה לעונש,reject,Hofit,train
יחד עם זאת צויין שהנשק יורה ובכוחו להמית אדם;,reject,Hofit,train
כבוד השופט  דניאל פיש,reject,Hofit,train
לפי סעיפים 144 (א) רישא וסיפא + 144 (ב) רישא וסיפא + 29 לחוק;,reject,Hofit,train
"לפיכך, ביקשה המדינה לגזור עונש במחצית העליון של כל אחד מן המתחמים, לצבור את העונשים יחד ולהטיל מאסר מותנה וכן קנס כספי;",reject,Hofit,train
"מאוחר יותר, שוחחו שוב והסוכן הודיע שהוא ממתין בתחנת האוטובוס בכניסה לעוספיא;",reject,Hofit,train
מאשימה,reject,Hofit,train
מדינת ישראל,reject,Hofit,train
"ע""י ב""כ עו""ד הילה איזנבנד",reject,Hofit,train
מפרקליטות מחוזה חיפה – פלילי,reject,Hofit,train
מכל האמור הנני מטיל על הנאשם עונשים כדלקמן:,reject,Hofit,train
נאשם,reject,Hofit,train
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,reject,Hofit,train
נטען שפוטנציאל הפגיעה גדול אף יותר לאור המצב הבטחוני הבלתי יציב במדינה בימים אלה;,reject,Hofit,train
"ניתן היום,  כ""ה אדר ב' תשע""ו, 04 אפריל 2016, בנוכחות הנאשם, בא כוחו ובהעדר ב""כ המאשימה בשל עיצומי הפרקליטות;",reject,Hofit,train
על פי מבחן עובדתי צורני פשוט לא נמצא חוט מקשר משמעותי בין שני האישומים;,reject,Hofit,train
רונן דהוד ת;ז; xxxxxxxxx,reject,Hofit,train
"ע""י ב""כ עו""ד חוזה אביב – סניגוריה ציבורית",reject,Hofit,train
תפ (חי') 45432-11-15,reject,Hofit,train
אשר לחלקו של הנאשם בביצוע העבירות - באישום הראשון חלקו של הנאשם הינו מסייע בלבד;,reject,Hofit,train
אשר לנסיבות הקשורות בעבירה -,reject,Hofit,train
אשר לנסיבות הקשורות בעבירה –,reject,Hofit,train
"ב""כ המאשימה ביקש לגזור את העונש על כל אחת מהעבירות באמצע המתחם, ולצבור את המתחמים לכ- 80% שכן מדובר בארבעה אירועים שונים;",reject,Hofit,train
"ב""כ המאשימה התייחס בטיעוניו לעונש לעבירות הנשק ולערכים המוגנים שנפגעו, שהם שמירת החיים, שלמות הגוף והגנה על שלום הציבור ובטחונו;",reject,Hofit,train
"באישום נוסף מפרט כתב האישום המתוקן כיצד קשר הנאשם קשר עם אחרים להצית רכב של אחד, וזאת על רקע סכסוך קודם;",reject,Hofit,train
באישומים האחרים מיוחסת לנאשם מעורבות עמוקה ורבה בעסקאות הנשק;,reject,Hofit,train
בגין אישום זה הודה הנאשם והורשע בעבירה של קשירת קשר לביצוע פשע ובהצתה;,reject,Hofit,train
"בהמשך הפך הנאשם להיות נער שליח, הוא מואשם בסחר בצוותא אך חלקו בעבירה הוא נמוך ביותר;",reject,Hofit,train
"בהתאם לתיקון 113 לחוק העונשין, העקרון המנחה בענישה הוא עקרון ההלימה: ""קיומו של יחס הולם בין חומרת מעשה העבירה בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו"" (סעיף 40ב);",reject,Hofit,train
"ביחס לעבירת ההצתה ציין כי אכן נפגע ערך מוגן, אך מכתב האישום עולה בבירור שהנאשם לא היה הרוח החיה, מה גם שבן הדוד, שהרכב היה שלו, כבר פוצה;",reject,Hofit,train
ביחס לעבירת ההצתה ציין כי הערכים המוגנים הם שלום הציבור ובטחונו וכן הגנה מפני נזק כלכלי;,reject,Hofit,train
בית המשפט המחוזי ירושלים,reject,Hofit,train
"במהלך שיחה זו עדכן רושדי את רימא כי במהלך ההצתה נשרפו מכנסיו, ורימא הבטיחה כי תקנה לו זוג מכנסיים חדש;",reject,Hofit,train
במקרה זה נגרם נזק לרכב ובוודאי הייתה לכך השפעה על האדם שרכבו הוצת;,reject,Hofit,train
בעבירת ההצתה מיוחס לנאשם תפקיד של תצפיתן בלבד;,reject,Hofit,train
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",reject,Hofit,train
בעניין:,reject,Hofit,train
בעסקה השנייה היה משני;,reject,Hofit,train
בראש ובראשונה יש להתייחס לעונש שקבע המחוקק לצד העבירות –,reject,Hofit,train
בתי המשפט התייחסו רבות לחומרה המיוחדת שבעבירת הסחר בנשק;,reject,Hofit,train
בתי משפט,reject,Hofit,train
גזר דין,reject,Hofit,train
גזר הדין בעניינם ניתן ביום 17;2;2014;,reject,Hofit,train
"האירועים החלו בפברואר 2010, כאשר עבד, בן דודו של הנאשם, הכיר את מהדי;",reject,Hofit,train
"האישום הרביעי: ביום 2;5;13 בסביבות השעה 00:30, לאחר קשר שקשר הנאשם עם רושדי ועם רימא כרכי (להלן: ""רימא"") להצית את רכבה של פואיזה כרכי, המשמש דרך קבע את בעלה זיאד (להלן: ""הרכב""), וזאת על רקע סכסוך קודם בין רימא לבין זיאד, נסעו הנאשם ורושדי לקרבת ביתו של זיאד, איתרו את הרכב, רושדי שפך על הרכב בנזין והצית אותו והנאשם תצפת;",reject,Hofit,train
"הביע חרטה, הוא ואשתו מצויים במצב נפשי קשה עקב בעיה רפואית ממנה סבלה האישה;",reject,Hofit,train
"הביע חרטה, הוא ואשתו מצויים במצב נפשי קשה עקב בעיה רפואית ממנה סבלה האישה;",reject,Hofit,train
"הביע חרטה, הוא ואשתו מצויים במצב נפשי קשה עקב בעיה רפואית ממנה סבלה האישה;",reject,Hofit,train
הגיש פסיקה המתייחסת למדיניות הענישה בעבירה זו;,reject,Hofit,train
הגיש פסקי דין רלוונטיים;,reject,Hofit,train
הדגיש כי הן כלפי הנאשם והן כלפי עבד לא היה מידע מודיעיני כך שלא ברור מדוע הופעל הסוכן;,reject,Hofit,train
המאשימה,reject,Hofit,train
המזכירות תשלח העתק לשירות המבחן;,reject,Hofit,train
הנאשם,reject,Hofit,train
הנאשם היה רק מתצפת באירוע;,reject,Hofit,train
"הפנה לפסקי דין בהם נקבע שהחומרה היתרה בעבירות אלה נובעת מכך שאדם שסוחר בנשק לא יודע למי עלול הנשק להגיע, בפרט כאשר מדובר בנשק חם, שתוצאות השימוש בו עלולות להיות קטלניות;",reject,Hofit,train
הצדדים הודיעו על עובדות מוסכמות לצורך הטיעונים לעונש:,reject,Hofit,train
השיקולים לקביעת העונש בתוך המתחם:,reject,Hofit,train
התייחס לפסיקה לפיה הדחה בצורה כזו או אחרת יכולה להוות שיקול בעונש;,reject,Hofit,train
התייחס לפסיקה רלוונטית;,reject,Hofit,train
"ואולם, אין ספק שמכירת נשק לגורמים שונים, לא כל שכן כאשר מדובר בגורם שאינו ידוע, עלולה לגרום לנזק חמור ביותר ולתוצאות הרות אסון;",reject,Hofit,train
זכות ערעור לבית המשפט העליון תוך 45 יום מהיום;,reject,Hofit,train
חומרה נוספת נעוצה בריבוי העבירות;,reject,Hofit,train
"חוק העונשין, תשל""ז-1977: סע'  29, 31, 40ב);, 40ג);, 40ד(א), 144(ב2), 40יג(ב), 448(א, 499(א)(1)",reject,Hofit,train
חלקו באחת העסקאות משמעותי ביותר והוא זה שקיבל את מלוא התמורה בגין מכירת כלי הנשק;,reject,Hofit,train
"חלקו היחסי של הנאשם אמנם אינו מלא, אך משמעותי ביותר;",reject,Hofit,train
חקיקה שאוזכרה:,reject,Hofit,train
טיעונים לעונש:,reject,Hofit,train
"כך גם בעבירת ההצתה, כאשר רושדי הוא זה שקנה את הנחוץ לביצוע העבירה, שפך בנזין על הרכב והציתו, והנאשם שימש כמתצפת בלבד;",reject,Hofit,train
כן ציין כי בעבירות אלה לא ניתן לדעת כיצד הדברים יסתיימו;,reject,Hofit,train
"כתוצאה מכך נשרף מכסה החלק הקדמי של הרכב ונזק כבד נגרם למכסה המנוע, למושבים הקדמיים, לשמשה הקדמית ולגלגלים הקדמיים;",reject,Hofit,train
"לא ברור מהו חלקו של הנאשם בסכסוך, אם בכלל, ומה היה המניע האישי שלו לביצוע העבירה, אך אין ספק שהוא השתתף בביצוע עבירה חמורה זו, אף אם כמתצפת בלבד;",reject,Hofit,train
"לא ברורה הסיבה בגינה ביצע הנאשם את העבירה, שכן מדובר בסכסוך לא לו, והדבר צריך לעמוד לחובתו;",reject,Hofit,train
"לאור כל אלה המליצה קצינת המבחן להטיל על הנאשם עונש מוחשי במסגרת של מאסר על תנאי ומאסר בפועל, כאשר בקביעת תקופת המאסר יילקח בחשבון כל האמור לעיל;",reject,Hofit,train
"לאור כל האמור לעיל, בהתחשב במכלול הנסיבות כמפורט לעיל ובגזרי הדין שנגזרו על שותפיו של הנאשם, אני דנה את הנאשם כדלהלן:",reject,Hofit,train
לאחר ההצתה התקשרו רושדי והנאשם לרימא ועדכנו אותה כי ביצעו את המשימה;,reject,Hofit,train
"לדברי ב""כ הנאשם, על בית המשפט לצאת בהנחיה שאם עבריין ייקח אחריות, יודה במעשיו ויפליל מעורבים אחרים – בית המשפט יתחשב בו;",reject,Hofit,train
"להלן אתייחס לעבירות הנשק בנפרד, ולקשירת הקשר ועבירת ההצתה, שהינן אירוע אחד, בנפרד;",reject,Hofit,train
"לטענת ב""כ הנאשם, חלקו היחסי של הנאשם מתבטא בכך שעבד רצה להסתייע בו, ואכן האישום הראשון מייחס לנאשם סיוע בלבד;",reject,Hofit,train
לכך משקל משמעותי בגזירת עונשו של הנאשם;,reject,Hofit,train
לעניין הערך החברתי שנפגע מהעבירה -,reject,Hofit,train
לעניין עבירות הנשק -,reject,Hofit,train
לעניין קשירת הקשר וההצתה -,reject,Hofit,train
לפני כב' השופטת רבקה פרידמן-פלדמן,reject,Hofit,train
לצד הענישה שקבע המחוקק יש להתחשב כאמור במדיניות הענישה הנהוגה;,reject,Hofit,train
מדינת ישראל,reject,Hofit,train
מכתב האישום עולה כי המניע לעבירת ההצתה קשור בסכסוך ישן שהתגלע בין רימא לבין זיאד;,reject,Hofit,train
מתחם העונש:,reject,Hofit,train
נ ג ד,reject,Hofit,train
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,reject,Hofit,train
"עבד כרכי (נקרא שם: ""קרקי""), בן דודו של הנאשם, הודה והורשע ב-5 עסקאות שונות ונפרדות בהן רכש ממנו הסוכן חמישה כלי נשק מסוכנים;",reject,Hofit,train
"עבד כרכי (נקרא שם: ""קרקי""), בן דודו של הנאשם, הודה והורשע ב-5 עסקאות שונות ונפרדות בהן רכש ממנו הסוכן חמישה כלי נשק מסוכנים;",reject,Hofit,train
עלי כרכי,reject,Hofit,train
"עם זאת, גם תפקידים אלה, של מסייע ותצפיתן, כמו תפקידם של אחרים הפועלים ""מאחורי הקלעים"", הינם תפקידים חשובים, שכן לא ניתן לבצע את העבירה בלעדיהם;",reject,Hofit,train
"עקרון ההלימה משמעו מתן דגש לעקרון הגמול על מעשה העבירה, כאשר הנסיבות האישיות מהוות שיקול רק לאחר מכן, בקביעת העונש בתוך מתחם הענישה;",reject,Hofit,train
"ציין כי מדובר ברכב זול ששוויו       3,000 ₪;",reject,Hofit,train
ציין כי מדיניות הענישה הנהוגה בעבירות אלה היא מאסרים משמעותיים בפועל;,reject,Hofit,train
"קביעת מתחם הענישה נעשית בהתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה (סעיף 40ג);",reject,Hofit,train
רבקה פרידמן פלדמן 54678313,reject,Hofit,train
"רבקה פרידמן-פלדמן, שופטת",reject,Hofit,train
שירות המבחן הגיש תסקיר לגבי הנאשם;,reject,Hofit,train
תוארה משפחתו של הנאשם;,reject,Hofit,train
תפ (י-ם) 24207-06-13,reject,Hofit,train
"אולם, בבואנו לשקול את שיקולי הענישה בעבירות מן הסוג שהמשיב ביצע, יש לתת משקל נכבד יותר לאינטרס הציבורי ולצורך להרתיע עבריינים בכוח מלבצע עבירות דומות, על פני הנסיבות האישיות של העבריין;",reject,Hofit,train
"אולם, זוהי תוצאת לוואי בלתי נמנעת אשר המשיב היה צריך להביא בחשבון כאשר נכנס להרפתקה הפלילית של סחר בנשק;",reject,Hofit,train
"אולם, לדאבון הלב, גניבת נשק ותחמושת צהליים, בין ישירות על ידי חיילים ובין על ידי אחרים בעזרת חיילים, הפכה לחזון נפרץ;",reject,Hofit,train
אליהו ביתן 54678313,reject,Hofit,train
"ב""כ המאשימה טענה, כי העבירות בהן הורשע הנאשם חמורות ביותר;",reject,Hofit,train
"ב""כ הנאשם הפנתה למספר פסקי דין, בהם הנאשמים הורשעו בעבירות נשק ובית המשפט הטיל עליהם עונשים קלים, וביקשה ללמוד מהם לענייננו;",reject,Hofit,train
"ב""כ הנאשם עתרה לאמץ את המלצת שירות המבחן;",reject,Hofit,train
"באנו לכלל מסקנה כי העונש אשר נגזר על המשיב נוטה באופן בולט לקולה, ואינו נותן משקל ראוי לסוג העבירות ולנסיבות המחמירות שבהן בוצעו;",reject,Hofit,train
"בטרם שמיעת הראיות, הגיעו הצדדים להסדר טיעון במסגרתו הוגש נגד הנאשם כתב אישום מתוקן שעיקרי עובדותיו הם כדלהלן:",reject,Hofit,train
"בין חיילי צה""ל, כמו בחברה כולה, ישנם כאלה שמצבם הכלכלי דחוק;",reject,Hofit,train
בית המשפט המחוזי בבאר שבע,reject,Hofit,train
"בית המשפט העליון דחה את הערעור על חומרת העונש וקבע כי הגם שבהתחשב בסוג הנשק המדובר, מתחם העונש שנקבע מחמיר מעט, הרי שבהתחשב במגמת החמרת הענישה בעבירות נשק, העונש שנגזר על המערערים איננו מצדיק התערבות;",reject,Hofit,train
במסגרת עריכת התסקיר הועמד הנאשם בפיקוח מעצר של 9 חודשים במהלכם השתלב בקבוצה טיפולית;,reject,Hofit,train
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",reject,Hofit,train
בעניין:,reject,Hofit,train
"בפועל, חיילים רבים נגישים לנשק ולתחמושת צהליים;",reject,Hofit,train
"בפני כב' סגן הנשיאה, השופט אליהו ביתן",reject,Hofit,train
"בקצרה יאמר, שבית המשפט פועל בתוך מסגרת חוקית ופסיקתית, שאינה על סדר יומו של שירות המבחן,  והוא מתחשב בשיקולים רבים ורחבים מאלה של שירות המבחן, אשר מטבע הדברים מרוכז בעיקר בעניינו של הנאשם;",reject,Hofit,train
בתסקיר משלים נמסר כי הנאשם השתלב בקבוצה טיפולית וניכר כי הוא מייחס חשיבות ורצינות להזדמנות שניתנה לו ומביע מוטיבציה להיעזר בטיפול הקבוצתי;,reject,Hofit,train
"בתסקיר שירות המבחן על הנאשם, צויינו, בין היתר, הדברים הבאים:",reject,Hofit,train
גזר דין,reject,Hofit,train
דיון והכרעה,reject,Hofit,train
האפשרות לגרום לנזק היא מועטה;,reject,Hofit,train
"הביקוש לנשק ולתחמושת בשוק העברייני והפחעי, רב; מחירם של כלי נשק ותחמושת בשווקים אלה גבוה מאוד; גניבת נשק או תחמושת בנסיבות, קלה יחסית; והסיכוי להיתפס, איננו מאוד גדול;",reject,Hofit,train
הגישה פסיקה המעמידה את העונש על עבודות שירות גם כאשר נלוות עבירות נוספות;,reject,Hofit,train
הגישה פסיקה;,reject,Hofit,train
"הדגישה את הסכנה הנובעת מעבירות הנשק השונות, ואת הסיכון הממשי כי הנשק ישמש לפעילות פלילית;",reject,Hofit,train
"הוסיפה כי גם הנאשם עצמו, בשל תפקידו, לא ראה באמצעים הללו כגורמים לנזק אמתי;",reject,Hofit,train
המאשימה:,reject,Hofit,train
"המקומות בהם הצבא מחזיק כלי נשק ותחמושת, הם עבור החיילים הנמצאים בסביבתם, כעין סופרמרקט מלא כל טוב, שניתן בקלות לשלוח יד למדפיו ולקחת מהסחורה, אותה ניתן להמיר בטבין ותקין;",reject,Hofit,train
הנאשם הביע מוטיבציה להשתלב בטיפול קבוצתי ונמצא מתאים לכך;,reject,Hofit,train
הנאשם:,reject,Hofit,train
