Text,Label,Case
"לפיכך, המליץ שירות המבחן לבחון את התאמתו של הנאשם למאסר בעבודות שירות לתקופה ממושכת;",GENERAL_CIRCUM,train
"לקולה ציינה את היעדרו של עבר פלילי קודם, את ההודאה, את קבלת האחריות ואת החיסכון בזמן שיפוטי;",GENERAL_CIRCUM,train
לשיטתו מדובר באדם שטעה בשיקול דעתו ולא בעבריין ולהדגשת הדברים הפנה לכך שבעת החיפוש היה זה הנאשם אשר הביא את האקדח לשוטרים וטביעות אצבעותיו לא נמצאו עליו;,GENERAL_CIRCUM,train
מאז היותו בן 19  מתגוררים בני המשפחה בבניין דירות  שאותו רכשו בג'בל מוכבר;,GENERAL_CIRCUM,train
"מאסר בין כותלי הכלא אינו נדרש משיקולי הלימה והרתעת היחיד במקרה קונקרטי זה; מסכים אני עם המאשימה שכעמדת מוצא, יש לגזור על נאשמים בעבירות מסוג זה, מאסר מאחורי סורג ובריח;",GENERAL_CIRCUM,train
מובן מאליו שאם יישלח למאסר ייגרמו לבני המשפחה נזקים רגשיים וכלכליים כבדים;,GENERAL_CIRCUM,train
"מנגד ביקש בא-כוח הנאשם, עו""ד עידן גמליאלי, להסתפק בצו של""צ ולחלופין בכל עונש אחר שאינו כרוך בכליאת הנאשם תוך שטען שהנסיבות המיוחדות מצדיקות לחרוג ממתחם העונש ההולם משיקולי שיקום;",GENERAL_CIRCUM,train
"מסיבות אלה, שליחתו של הנאשם למאסר בין כותלי הכלא ובפרט כשמדובר באדם נורמטיבי שזו לו מעידה ראשונה, היא מוצא אחרון ולא ראשון;",GENERAL_CIRCUM,train
מסר שאביו אינו עובד מזה 20 שנה בשל מצבו הרפואי והוא מטפל בו ומלווה אותו לבדיקות;,GENERAL_CIRCUM,train
משפחת מוצאו מונה זוג הורים ו-6 ילדים;,GENERAL_CIRCUM,train
"נסיבות ביצוע העבירה חריגות ויוצאות דופן; נסיבות מציאת האקדח על רקע האסון שפקד את משפחת הנאשם, הן חריגות;",GENERAL_CIRCUM,train
"עוד הפנתה להתרשמות שירות המבחן מהמנגנונים הלקויים של הנאשם להתמודדות עם מצוקות, לקושי שלו בקבלת עזרה מאחרים, לנטייתו להסתרה ולהתנהגות אימפולסיביות, וטענה שכל אלה מחדדים את המחויבות של בית המשפט לגזור עונש אשר יהלום את חומרת המעשה;",GENERAL_CIRCUM,train
"עוד מסר שבעקבות הרצח, מעוניינים בני משפחתו לעבור מן המקום על רקע מערכת יחסים מתוחה עם שכניו שלטענתו מעורבים בפלילים;",GENERAL_CIRCUM,train
עוד מסר שההתמודדות שאינה אדפטיבית בדמות ההסתרה היא התנהגות שמוכרת לו שכן קשה לו לבקש עזרה מאחרים והוא מורגל לפתור את בעיותיו בכוחות עצמו תוך שמירה על פסאדה חיובית;,GENERAL_CIRCUM,train
"עם זאת, שימוש יעיל במאסר ככלי למניעת עבירות חייב להבחין בין עבריינים שצפויים לחזור ולעבור עבירות ובין אלו שאינם צפויים לעשות כן;",GENERAL_CIRCUM,train
שירות המבחן התרשם שיש צורך בענישה הרתעתית אשר תעמיד לנאשם גבול ברור ומנגד תאפשר לו להמשיך ולהיות נוכח בקרב בני משפחתו בשל המשבר שפקד את המשפחה ובשל היותו המפרנס היחיד;,GENERAL_CIRCUM,train
שירות המבחן סבר שכליאתו של הנאשם עלולה לדרדר את היציבות התעסוקתית שלו ולחשוף אותו להתנהגות ואורח חיים עברייניים לפיכך המליץ שירות המבחן על ענישה הרתעתית אשר תעמיד לנאשם גבול ברור ומנגד תאפשר לו להמשיך ולהיות נוכח בקרב בני משפחתו;,GENERAL_CIRCUM,train
שירות המבחן ציין שהנאשם לא נידון בעבר בפלילים;,GENERAL_CIRCUM,train
"שיתוף הפעולה של הנאשם עם רשויות אכיפת החוק; הנאשם שיתף פעולה באופן מלא עם שוטרים שבאו לערוך חיפוש בביתו, לא הכשיל את החיפוש, לא המתין בחוסר מעש כדי להיווכח אם יימצא האקדח אם לאו, אלא הוציא את האקדח ממקום מחבואו ומסרו לשוטרים מיוזמתו;",GENERAL_CIRCUM,train
"אשוב ואציין בקצרה כי מדובר בנאשם צעיר, יליד 1997, אשר היה בן 18 ושבוע במועד ביצוע העבירות, נעדר כל עבר פלילי;",GENERAL_CIRCUM,train
"בסופו של תסקיר, המליץ שירות המבחן על עונש מאסר לריצוי בעבודות שירות לצד מאסר מותנה משמעותי ומרתיע וצו מבחן, תוך שציין כי ההליך המשפטי מהווה גבול ברור ומרתיע עבור הנאשם, וכי השמתו מאחורי החומות עלולה לחשוף אותו לעולם עברייני ולהביא לנסיגה במצבו;",GENERAL_CIRCUM,train
"בעת מעצרו הנאשם היה תלמיד כיתה י""א בתיכון ""אורט שפירא"" ביפו;",GENERAL_CIRCUM,train
"גב' רייך ציינה ב-נ/1 כי הנאשם הינו נער רגיש ונעים הליכות עם צרכים מיוחדים, שמתקשה להבין סיטואציות חברתיות וזקוק לתיווך והדרכה בשל קשייו הקוגניטיביים;",GENERAL_CIRCUM,train
"הוריו בגילאי ה-40, עובדים בתחום הניקיון;",GENERAL_CIRCUM,train
"הנאשם מסר כי סיים 11 שנות לימוד בבית ספר לתלמידים בעלי לקויות למידה מורכבות, אולם לא הצליח להגיע להישגים ועל כן החליט לרכוש מקצוע במסגרת תיכון מקצועי;",GENERAL_CIRCUM,train
"הנאשם תיאר כי באותה תקופה היה חשוף להתעללות פיזית מצד הסביבה, וכי בגיל 15 נעזר בכדורי הרגעה נגד חרדות;",GENERAL_CIRCUM,train
"הסנגור המלומד הפנה לגילו הצעיר של הנאשם, לנסיבותיו האישיות והמשפחתיות, להודאתו במיוחס לו בהזדמנות הראשונה, ולתסקיר שירות המבחן שהוגש בעניינו;",GENERAL_CIRCUM,train
"הסנגור המלומד, עו""ד נעמנה, ציין בטיעוניו כי מדובר בנאשם צעיר, ללא כל הסתבכות קודמת עם החוק, אשר הביע חרטה אמיתית וכנה על מעשיו;",GENERAL_CIRCUM,train
"הסנגור עמד על נסיבותיו האישיות והמשפחתיות של הנאשם ועל הקשיים הקוגניטיביים מהם סובל, כפי שאלה פורטו בתסקיר שירות המבחן, וביקש להתחשב לעניין העונש בתקופה הבלתי-מבוטלת בה הנאשם היה עצור בתיק זה, תקופה אותה חווה כקשה וטראומטית;",GENERAL_CIRCUM,train
טרם מעצרו עבד באופן מזדמן;,GENERAL_CIRCUM,train
"להערכת שירות המבחן, הנאשם פעל בעיקר מתוך רצון להרגיש שייכות לחברה השולית הסובבת אותו;",GENERAL_CIRCUM,train
"לנאשם 4 אחים ואחיות בגילאים 17-19, הנאשם הינו השני בסדר הלידה;",GENERAL_CIRCUM,train
"מטעם הנאשם הוגש מוצג נ/1 – מכתב מאת גב' בילי רייך, מנהלת בית הספר לתלמידים בעלי לקויות למידה מורכבות, בו למד הנאשם עד עזיבתו לבית ספר מקצועי בתום 11 שנות לימוד;",GENERAL_CIRCUM,train
"נוכח אלה, שירות המבחן העריך כי מן הנאשם נשקף סיכון להישנות התנהגות עבריינית בעתיד;",GENERAL_CIRCUM,train
"עוד התרשם שירות המבחן כי הנאשם הינו אדם ילדותי שגדל בסביבה שולית, אשר ייתכן וסובל מקשיים קוגניטיביים מסוימים, וכי משפחת הנאשם התקשתה עד כה להוות גורם סמכותי ומציב גבולות עבורו;",GENERAL_CIRCUM,train
"עוד ציינה גב' רייך מחד כי במהלך שהותו בבית הספר הנאשם גילה תכונות חיוביות, שיתף פעולה ונהג בכבוד כלפי מורי ותלמידי בית הספר, לא פעל באלימות ולא היו לו בעיות התנהגות חריגות, ומאידך כי הנאשם יכול להיות נתון להשפעה חיצונית ללא יכול להפעיל שיקול דעת תקין;",GENERAL_CIRCUM,train
"על פי התסקיר, הנאשם הינו בן 18, רווק, נעדר עבר פלילי, מתגורר עם הוריו ביפו;",GENERAL_CIRCUM,train
"שירות המבחן התרשם מנטייתו של הנאשם להיות מושפע בקלות מסביבתו, ומרצונו להרגיש שייך ובעל מעמד;",GENERAL_CIRCUM,train
"שני אחיו של הנאשם, הצעירים ממנו, מעורבים בפלילים ומוכרים לשירות המבחן לנוער;",GENERAL_CIRCUM,train
"הנאשם יליד שנת 1990 ולחובתו הרשעה אחת מנובמבר 2013  מבית משפט השלום ברמלה בגין עבירת איומים, אשר לטענתו גם היא תוצר לוואי של סכסוך זה;",GENERAL_CIRCUM,train
בהמשך השתלב הנאשם במסגרת העבודה;,GENERAL_CIRCUM,train
"בשל אופי העבירה והשלכותיה האפשריות, ומאחר שהנאשם אינו לוקח אחריות מלאה למעשיו, לא בא שירות המבחן בהמלצה בעניינו;",GENERAL_CIRCUM,train
הנאשם התמודד לאורך השנים עם קשיים כלכליים;,GENERAL_CIRCUM,train
"הנאשם טשטש את מעשיו ומזער את חומרתם, הוא שלל כל כוונה לקבלת רווח כספי מהעסקה המתוארת בכתב האישום, ושלל מניעים עברייניים או תכנון מוקדם;",GENERAL_CIRCUM,train
הנאשם לוקח אחריות חלקית בלבד על מעשיו;,GENERAL_CIRCUM,train
הנאשם נקלע למצב כלכלי קשה ועשה טעות שיצטרך לתת עליה את הדין;,GENERAL_CIRCUM,train
הנאשם שיתף כי חווה משבר כאשר לפני חמש שנים נהרג בנו בתאונת דרכים;,GENERAL_CIRCUM,train
התנהלותו משקפת קושי לפעול בתוך גבולות ברורים;,GENERAL_CIRCUM,train
טרם מעצרו התגורר בכפר עקב ועבד באופן לא קבוע בשיפוצים;,GENERAL_CIRCUM,train
"כיום מתקשה אשתו לכלכל את המשפחה ויש מחסור בדברים בסיסיים בבית, מאחר שהנאשם עצור ואשתו איננה עובדת מחוץ לבית;",GENERAL_CIRCUM,train
"כן יש להתחשב בכך שאין לנאשם עבר פלילי, וזהו מעצרו הראשון;",GENERAL_CIRCUM,train
"לגבי הנאשם צוין כי עזב את הלימודים בהיותו בכיתה ו', וכי אינו יודע קרוא וכתוב;",GENERAL_CIRCUM,train
"לגבי העבירות, הנאשם טען לפני שירות המבחן כי מצא את הנשק ברחוב, לקח אותו לביתו ולאחר מכן החליט למכור אותו, כדי לא לסכן את משפחתו;",GENERAL_CIRCUM,train
"לגבי העונש בתוך המתחם, התייחסה לאמור בתסקיר שירות המבחן, אשר לא בא בהמלצה;",GENERAL_CIRCUM,train
לדבריו לעונש השפעה על אשתו וילדיו של הנאשם;,GENERAL_CIRCUM,train
"לזכותו של הנאשם ציינה את הודאתו, את החיסכון בזמן שיפוטי, והעדר הרשעות קודמות;",GENERAL_CIRCUM,train
"מנגד, שירות המבחן התרשם כי אין לנאשם דפוסים עברייניים מושרשים והוא מגלה אחריות ומסירות למשפחתו;",GENERAL_CIRCUM,train
"עוד יש להתחשב בנזק שנגרם למשפחתו של הנאשם כתוצאה ממעצרו, נזק שיימשך בשל המאסר שייגזר על הנאשם;",GENERAL_CIRCUM,train
"על פי האמור בתסקיר מיום 30;12;2019, הנאשם בן 40, נשוי ואב לשלושה ילדים;",GENERAL_CIRCUM,train
"שירות המבחן התרשם כי הנאשם חווה משבר, בהיותו במעצר לראשונה בחייו, רחוק מביתו, ובחוסר וודאות לגבי עתידו מבחינה משפטית;",GENERAL_CIRCUM,train
שירות המבחן התרשם כי הנאשם מתקשה להציב גבולות לעצמו ונוטה לפעול גם בדרכים בעלות מאפיינים עברייניים;,GENERAL_CIRCUM,train
"ב""כ המאשימה בטיעוניה בכתב (ט/1) ובפניי, ביקשה כי בעניינו של הנאשם ייקבע מתחם ענישה שנע בין 36 ל- 60 חודשי מאסר בפועל ועונשו של הנאשם יוטל, נוכח גילו הצעיר, הודאתו והחיסכון בזמן שיפוטי, במקום תחתון במתחם לצד מאסר על תנאי מרתיע;",GENERAL_CIRCUM,train
"בנוסף, אתחשב בגילו הצעיר יחסית של הנאשם, העומד להתארס ובכך שכל עתידו עוד לפניו, במיוחד עת ניהל עד ביצוע עבירה זו אורך חיים נורמטיבי, למד, עבד ובנה את ביתו העתידי ואת חייו, עוד יש לזקוף לזכותו את לימודיו בפנימייה צבאית על רקע רצונו להתגייס לצבא;",GENERAL_CIRCUM,train
"בתום דברי בא כוחו, הנאשם הביע חרטה על הטעות שעשה, טען כי היה במעצר כשלושה חודשים, למד לקח וביקש כי בית המשפט יתחשב ברצונו לצאת לעבוד, להתחתן ולהמשיך בבניית דירתו;",GENERAL_CIRCUM,train
"היתר בניה (ס/1) לדירה אותה הנאשם בונה בעזרת משפחתו, דירה אשר בנייתה טרם הושלמה;",GENERAL_CIRCUM,train
"הנאשם יליד 1997, כבן 22, שירות המבחן נמנע מלהמליץ המלצה טיפולית או המלצה על חלופת ענישה או שיקום, בנוסף, לא מצאתי בטענות הסנגור או בתסקיר שירות המבחן סיבה לסטות ממתחם הענישה שקבעתי ועל כן העונש יהיה בתוך המתחם;",GENERAL_CIRCUM,train
"הנאשם שולב בטיפול במסגרת קבוצת 'עצורי בית', השתתף בחמישה מפגשים עד שנעצר בגין הפרת תנאים ביום 15;8;2019, בפגישה התקשה לשתף מעולמו הנפשי;",GENERAL_CIRCUM,train
"כך טען כי הנאשם צעיר בן 22, הוא בגיר צעיר, ללא עבר פלילי, שהודה במעשיו בפני בית המשפט ובחקירתו במשטרה בהזדמנות הראשונה, וחסך מזמנו של בית המשפט;",GENERAL_CIRCUM,train
"לטענתו הנאשם בחור צעיר שעבד עם אביו לאחר סיום לימודים תיכוניים, מעולם לא הסתבך בפלילים, מתעתד להינשא בקרוב ולהיכנס לביתו החדש,  ביקש כי בית המשפט יתחשב בעובדה כי לא נגרם נזק לגוף או לרכוש כתוצאה מהאירוע ולהימנע מהטלת עונש של מאסר בפועל על הנאשם;",GENERAL_CIRCUM,train
לנאשם אין רישום פלילי;,GENERAL_CIRCUM,train
"לעניין תסקיר שירות המבחן טען, כי הנאשם השתתף במפגשים של שירות המבחן, וקיבל אחריות מלאה על מעשיו, לטענתו הנאשם הבין כי עשה טעות, ומעשהו נבע מילדותיות נוכח קשריו החברתיים התקינים והעובדה כי אין לו אויבים;",GENERAL_CIRCUM,train
"מכתב המלצה (ס/4) מטאהא טאהא זידאן אחד ממנהיגי משפחת זידאן, אשר כיהן בעבר כראש המועצה המקומית כפר מנדא;",GENERAL_CIRCUM,train
"עוד טען כי הנאשם בונה בעזרת משפחתו דירת מגורים, הוא מאורס ובעל תעודת גמר בענף מכונאות הרכב;",GENERAL_CIRCUM,train
עוד טענה כי הנאשם הינו בגיר ויכול היה להבין את אשר הוא עושה;,GENERAL_CIRCUM,train
"קצינת המבחן התרשמה כי התנהגותו מעידה על קושי בהפעלת שיקול דעת אחראי ובחינת הסיכונים הכרוכים בהחזקת הנשק ובשימוש בנשק באזור מגורים, ועל קשיים במתן אמון בגורמי תמיכה וסמכות, גורמים אשר ביחד עם גורמים נוספים מעלים את הסיכון להתנהגות עוברת חוק בעתיד;",GENERAL_CIRCUM,train
שירות המבחן התרשם  כי יש במקרה זה סיכון להישנות התנהגות עוברת חוק בעתיד ואני סבור על פי תוכנו של תסקיר שירות המבחן וטיעוני הצדדים כי במקרה זה יש צורך  בהרתעת הנאשם מפני ביצוע עבירה נוספת שכזאת (לפי סעיף 40ו לחוק) וכי יש סיכוי של ממש כי העונש המתאים יביא להרתעתו;,GENERAL_CIRCUM,train
שירות המבחן התרשם כי מדובר בצעיר נעדר עבר פלילי שקיבל על מעשיו אחריות פורמאלית והביע רצון לשקם את חייו;,GENERAL_CIRCUM,train
שירות המבחן למבוגרים נמנע מלהציע בעניין הנאשם המלצה טיפולית או המלצה על חלופת ענישה או שיקום אשר יש בה כדי להפחית את הסיכון להישנות מעורבות נוספת בפלילים בעתיד;,GENERAL_CIRCUM,train
"תעודת גמר ותעודת מקצוע למכונאות רכב (ס/2, ס/3);",GENERAL_CIRCUM,train
";; "", שם דובר במערער שעברו חיובי ונורמטיבי, תרם למדינה, נטל אחריות,  הביע חרטה, חסך זמן שיפוטי ושרות המבחן המליץ להטיל עבודות שרות;",GENERAL_CIRCUM,train
את העובדה שהנאשם שיתף פעולה עם שרות המבחן והיה מוכן להשתלב בהליך טיפולי;,GENERAL_CIRCUM,train
"הנאשם יליד 1996,  העבירות  בוצעו בשנת 2016;",GENERAL_CIRCUM,train
"הנאשם שיתף פעולה עם שירות המבחן עוד בתקופה מעצרו והשתלב בהליך טיפולי קבוצתי המיועד לעצורי בית במסגרת שירות המבחן, כמו כן הביע מוטיבציה לבחון דפוסיו הבעייתיים במסגרת טיפול בשירות המבחן;",GENERAL_CIRCUM,train
"הפגיעה של העונש במשפחתו של הנאשם- הדעת נותנת כי בנסיבות בהן הנאשם הינו נשוי ורעייתו עתידה ללדת בקרוב, משפחתו של הנאשם תיפגע באם יוטל עליו עונש מאסר;",GENERAL_CIRCUM,train
"הפגיעה של העונש בנאשם, לרבות בשל גילו- הדעת נותנת כי בנסיבות בהן עסקינן בנאשם צעיר הנמצא בראשית דרכו לרבות היותו נשוי טרי ואשתו בהריון, הנאשם יפגע באם יוטל עליו עונש מאסר;",GENERAL_CIRCUM,train
"הפנה לגילו של הנאשם, ולהעדר עבר פלילי;",GENERAL_CIRCUM,train
חלוף הזמן- ממועד ביצוע העבירות חלפו כעשרה חודשים;,GENERAL_CIRCUM,train
טען כי הנאשם היה נתון במשמורת חוקית פרק זמן של למעלה מחודשיים ובהמשך שוחרר למעצר בית ואושר לנאשם לצאת ולעבוד בפיקוח מלא;,GENERAL_CIRCUM,train
"טען כי הנאשם משוחרר תקופה ארוכה, הביע חרטה ומשתף פעולה עם שירות המבחן;",GENERAL_CIRCUM,train
טען כי שירות המבחן התרשם מאשם לא בשל עם קושי כלכלי;,GENERAL_CIRCUM,train
"כבוד בית המשפט בחן האם ניתן בנסיבות המקרה לסטות לקולא ממתחם הענישה בשים לב לכך שהנאשמים הינם צעירים, נעדרי עבר פלילי, הנאשם מס' 1 עובד ומכלכל משפחתו והנאשם מס' 2 משלים לימודי סיעוד, אולם לא מצא לחרוג מהמתחם בשל שיקולי שיקום, כמו גם לא מצא לבטל הרשעת הנאשם מס' 2 בשל חומרת העבירות;",GENERAL_CIRCUM,train
"כבוד בית המשפט עמד על חומרת העבירות יחד עם זאת הקל בעונשו של המערער בשל גילו, עברו שאינו מכביד, מצבו הרפואי והערכת שירות המבחן כי עונש מאסר בפועל יפגע בבריאותו, כמו כן נתן משקל למשך התקופה בה היה נתון המערער בתנאים מגבילים;",GENERAL_CIRCUM,train
"כבוד בית המשפט קבע כי הוא אינו מתעלם מהנסיבות לקולא שפורטו בגזר הדין ""דהיינו, היותו של המשיב ""בגיר-צעיר"", היותו מנהל אורח חיים נורמטיבי והודאתו בכתב האישום המתוקן;",GENERAL_CIRCUM,train
כעולה מהתסקיר הנאשם עבר העבירות על רקע מעורבותו בחברה שולית והרצון להשתייך;,GENERAL_CIRCUM,train
לא עלה בידו לספק הסבר באשר לתחמושת ומשכך שירות המבחן סבור כי קיימת מעורבות בחברה שולית;,GENERAL_CIRCUM,train
לאור האמור בשקילת כל השיקולים שירות המבחן המליץ להעמיד את הנאשם בצו מבחן למשך שנה במהלכה ישתלב הנאשם בקבוצה טיפולית לצד עונש מאסר לרצוי על דרך של עבודות שירות ועונש מאסר על תנאי;,GENERAL_CIRCUM,train
"לחובת הנאשם הרשעות קודמות בעבירות נשק, נטען כי החזיק הנשק לצורך הגנה עצמית בשל ארוע אלים קודם במהלכו לקה בנו בהלם וטופל פסיכיאטרית;",GENERAL_CIRCUM,train
לחובת הנאשם רשומות הרשעות קודמות שלא בעבירות נשק;,GENERAL_CIRCUM,train
"לענין העונש הבאתי במסגרת שיקוליי את העובדה שהנאשם נעדר הרשעות קודמות, את העובדה שהנאשם עובד ומפרנס את משפחתו ואף סייע לאמו, לאחר שאביו עזב את הבית, בפרנסת המשפחה ובגידול אחיו;",GENERAL_CIRCUM,train
מהתסקיר עלה כי הנאשם בן 22 נשוי;,GENERAL_CIRCUM,train
"מסר כי השתקם, התחתן ובקרוב עתיד להיוולד לו ילד וכי לא יעבור עבירות נוספות;",GENERAL_CIRCUM,train
"משמע לכאורה עסקינן בנאשם אשר חרף היותו נעדר עבר פלילי, הדעת נותנת כי יש לו מעורבות פלילית ואפשרי שמעורבותו הפלילית היא מתוך תחושת מחויבות ורצון להשתייכות וחשיפה לחברה שולית, כפי שעולה מתסקיר שרות המבחן;",GENERAL_CIRCUM,train
משפחה נורמטיבית;,GENERAL_CIRCUM,train
נטען כי הנאשם עובד לפרנסתו ולפרנסת משפחתו המורחבת;,GENERAL_CIRCUM,train
"נסיבות חיים קשות של הנאשם שהיתה להן השפעה על ביצוע מעשה העבירות- כעולה מתסקיר שירות המבחן הנאשם סייע לאמו בגידול ובפרנסת אחיו ולכאורה הרקע קשור ליחסיו עם אחרים להם חש מחויבות כשהם מהווים עבורו עוגן חברתי ומשפחתי, כמו כן הוא חשוף לחברה שולית;",GENERAL_CIRCUM,train
עבר פלילי- לחובת הנאשם לא רשומות הרשעות קודמות;,GENERAL_CIRCUM,train
"עובר למעצרו עבד כטבח במסעדות, לאחר שחרורו בתנאים ומחודש מרץ 2017 עובד במאפייה;",GENERAL_CIRCUM,train
עם זאת צויין כי הנאשם גילה יכולת ראשונית להעזר בטיפול אולם בלטו דפוסי סגירות והימנעות מחשיפה ומתן אמון;,GENERAL_CIRCUM,train
עסקינן בנאשם אשר ביצע את העבירות  בהיותו פחות מבן 21 שנים;,GENERAL_CIRCUM,train
צויין כי במסגרת הליך המעצר הוטל על הנאשם פיקוח מעצר למשך 6 חודשים במהלכו שולב הנאשם בטיפול קבוצתי;,GENERAL_CIRCUM,train
צויין כי הוריו הנאשם התגרשו והקשר עם אביו רופף;,GENERAL_CIRCUM,train
צויין כי הנאשם בוגר 12 שנות לימוד ובגרות חלקית;,GENERAL_CIRCUM,train
צויין כי לא רשומות לחובת הנאשם הרשעות קודמות;,GENERAL_CIRCUM,train
צויין כי עוד מילדותו נטל תפקידים הוריים במטרה לסייע בפרנסת המשפחה;,GENERAL_CIRCUM,train
"שירות המבחן המליץ להטיל על הנאשם צו של""צ ועונש הצופה פני עתיד;",GENERAL_CIRCUM,train
"שירות המבחן התרשם מחוסר בשלות, מקושי להציב גבול כשנתון בלחצים חברתיים, עם זאת לאחר מעצרו הנוכחי חל שינוי ראשוני והנאשם הצליח לבחון באופן ביקורתי דפוסי חשיבתו, החלטתו והתנהלותו;",GENERAL_CIRCUM,train
שירות המבחן סבור כי ההליך הפלילי מהווה גרום מרתיע ומדרבן לשינוי עבור הנאשם וכן צויין כי הוא הביע מוטיבציה להשתלב בטיפול;,GENERAL_CIRCUM,train
"אחזור ואדגיש את מדיניות ההחמרה בעבירות נשק, שבאה לידי ביטוי בשורה ארוכה של פסקי דין של בית משפט זה בשנים האחרונות;	reject
אני רוצה לחזור, להחזיר את אשתי ולעבוד;",GENERAL_CIRCUM,train
"אבא שלי עלול למות בכל רגע, אני רוצה לחזור הביתה ולעזור להם;",GENERAL_CIRCUM,train
"אכן, שליחתו של הנאשם למאסר ממושך תפגע בו ובבני משפחתו, הן בהוריו והן באשתו, אך שעה שעסקינן בעבירות בנשק, גובר האינטרס הציבורי על פני עניינו של הנאשם;",GENERAL_CIRCUM,train
"אם אני אכנס שוב, שיוציאו אותי להורג"" (עמ' 39 – 40 לפרוט');",GENERAL_CIRCUM,train
"אני כבר 8 חודשים בלי שאף אחד יבקר אותי, בלי קנטינה;",GENERAL_CIRCUM,train
אני לא רוצה שאבא שלי ימות מסרטן כשאני רחוק;,GENERAL_CIRCUM,train
"אף שהמאשימה לא ביקשה להפעיל את המאסר המותנה שהוטל על הנאשם בגין הרשעתו הקודמת,  ביקשה לתת ביטוי לחומרה שבעברו הפלילי של הנאשם בעבירות נשק, שבגינן ריצה עונש מאסר בפועל בן 13 חודשים;",GENERAL_CIRCUM,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",GENERAL_CIRCUM,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",GENERAL_CIRCUM,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",GENERAL_CIRCUM,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",GENERAL_CIRCUM,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",GENERAL_CIRCUM,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",GENERAL_CIRCUM,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",GENERAL_CIRCUM,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",GENERAL_CIRCUM,train
"אשר למתחם העונש ההולם, הסכימה ב""כ המאשימה להתייחס לכל העבירות כאל ""אירוע אחד"", משמדובר ברצף של מעשים שבוצעו בטווח זמן קצר, ולקבוע מתחם עונש אחד כולל;",GENERAL_CIRCUM,train
"אשר לעבירה שביצע, טען כי בעת ביצועה הוא היה ""נשוי טרי"", רימו אותו והוא התחרט  על מעשיו; משנשאל אודות הרשעתו הקודמת אשר בגינה גם ריצה עונש מאסר בפועל, השיב הנאשם כי התחרט, והפעם הוא רוצה לחזור לביתו על מנת להחזיר את אשתו שרוצה להתגרש ממנו ולעזור לאביו החולה;",GENERAL_CIRCUM,train
"אשר לעבירה שביצע, טען כי בעת ביצועה הוא היה ""נשוי טרי"", רימו אותו והוא התחרט  על מעשיו; משנשאל אודות הרשעתו הקודמת אשר בגינה גם ריצה עונש מאסר בפועל, השיב הנאשם כי התחרט, והפעם הוא רוצה לחזור לביתו על מנת להחזיר את אשתו שרוצה להתגרש ממנו ולעזור לאביו החולה;",GENERAL_CIRCUM,train
"אשר לעבירת הנשק שביצע הנאשם בעברו, טענה ב""כ הנאשם כי גם בשנת 18' נוצל על ידי אחרים עקב מצוקתו הכלכלית הקשה;",GENERAL_CIRCUM,train
"ב""כ הנאשם הפנתה למכתבה של העובדת הסוציאלית מיכל שאוט, המכהנת כראש תחום בכלא שיטה, מיום 26/5/20, שבו צוין כי חלה התדרדרות במצבו הנפשי של הנאשם, כי הוא מתקשה להתמודד עם ההליך המשפטי ומדווח על שמיעת קולות ומחשבות פליליות;",GENERAL_CIRCUM,train
בבקשה תרחמי עלי שאני אחזור להורים שלי;,GENERAL_CIRCUM,train
